Airline ID,Flight Number,Departure Date/Time,Arrival Date/Time,Departure Time,Arrival Time,Booking Code,Passenger Name,Seat Number,Class,Fare,Extras,Loyalty Points,Status,Gate,Terminal,Baggage Claim,Duration (Hours),Layovers,Layover Locations,Aircraft Type,Pilot,Cabin Crew,Inflight Entertainment,Meal Option,WiFi Availability,Window Seat,Aisle Seat,Emergency Exit Row,Number of Stops,Reward Program Member,flag_status
3,5944,2023-02-26 04:20:14,2023-06-20 04:27:42,08:37:21,13:08:18,Bbso,Name_Npqxg,Seatubd,Business,488.85,Extra Baggage,0,Confirmed,Gategk,B,Claimzcs,6.25,2,Locoyv,Typeajv,Pilot_Mghc,Crew_Iwlj,Yes,No Meal,Not Available,False,True,True,2,No,4
10,1948,2023-02-15 21:43:35,2023-06-19 18:51:59,07:31:29,05:55:45,Bhse,Name_Bfcuf,Seatttr,First,497.48,No Extras,0,Pending,Gateos,A,Claimork,5.75,1,Lockpb,Typeucq,Pilot_Gaek,Crew_Qlsx,No,Vegetarian,Not Available,True,False,False,2,Yes,0
19,1106,2023-08-27 16:19:50,2023-12-29 13:24:40,00:10:03,07:06:48,Blli,Name_Fhhio,Seatsch,Economy,273.14,No Extras,0,Confirmed,Gatees,C,Claimeuk,4.35,0,Locypz,Typewkk,Pilot_Ttvg,Crew_Baee,No,Vegan,Not Available,False,True,True,0,No,4
5,5692,2023-02-28 14:11:48,2023-11-24 17:55:38,20:09:24,12:26:44,Bryj,Name_Qdzaf,Seathlq,Business,989.61,Meal,0,Confirmed,Gatetp,C,Claimbfx,11.9,2,Loctwq,Typevcb,Pilot_Lmbe,Crew_Nixz,Yes,Vegetarian,Not Available,True,True,True,2,No,5
7,9346,2023-01-27 02:55:24,2023-03-29 13:55:29,01:59:10,02:51:26,Beoy,Name_Sekji,Seattgq,Economy,684.87,Meal,1465,Cancelled,Gatelf,D,Claimiin,7.72,0,Lociuj,Typeqoe,Pilot_Utcw,Crew_Mqpc,Yes,Non-Vegetarian,Available,False,True,False,0,Yes,4
14,4240,2023-05-27 11:17:38,2023-07-28 15:38:49,15:34:08,21:50:36,Btxx,Name_Psrxm,Seatbew,Economy,785.03,Meal,0,Cancelled,Gategj,A,Claimooe,2.66,2,Lochzk,Typevli,Pilot_Itis,Crew_Ptaj,No,Vegetarian,Available,True,False,False,1,No,4
3,9987,2023-09-14 02:34:10,2023-06-02 19:07:30,06:12:26,04:41:12,Bsuj,Name_Gqizj,Seatgys,First,470.2,Meal,0,Confirmed,Gateyo,C,Claimpaq,9.29,1,Locpfc,Typecgt,Pilot_Baqf,Crew_Nujl,Yes,Vegetarian,Available,False,True,True,2,No,2
13,6303,2023-12-17 18:37:32,2023-08-30 12:10:25,22:37:58,11:45:05,Bqfi,Name_Tvmwx,Seatlzb,Economy,772.79,Extra Baggage,0,Pending,Gateav,D,Claimcui,11.74,2,Locgpp,Typebmr,Pilot_Wdnx,Crew_Hvqk,Yes,No Meal,Not Available,True,True,False,2,Yes,7
13,2634,2023-03-11 18:02:13,2023-06-26 19:58:56,15:52:10,11:35:50,Bqrn,Name_Pdyja,Seatakh,First,699.21,Extra Baggage,0,Cancelled,Gatebb,A,Claimhaa,9.83,0,Lochaf,Typeitx,Pilot_Okyz,Crew_Zqvn,Yes,Vegetarian,Available,True,False,True,0,Yes,4
10,2532,2023-02-21 20:53:45,2023-04-04 04:18:02,18:58:31,12:21:16,Bwfz,Name_Hytur,Seatwnp,Business,835.76,Meal,0,Confirmed,Gatejt,B,Claimbvt,10.19,0,Locimt,Typelbq,Pilot_Dqsl,Crew_Jzke,No,No Meal,Available,False,False,False,1,Yes,4
2,8608,2023-10-17 07:37:46,2023-07-04 21:25:09,01:00:39,12:32:28,Bksp,Name_Eksio,Seatyby,Economy,91.98,Meal,2303,Pending,Gatebs,B,Claimwjs,7.84,1,Loczsu,Typeawx,Pilot_Mhrh,Crew_Pxcx,No,No Meal,Not Available,False,False,False,2,Yes,2
6,2440,2023-09-17 20:56:03,2023-10-31 17:18:59,14:03:10,21:39:21,Bbgz,Name_Eewli,Seatzhl,Economy,92.9,Extra Baggage,0,Cancelled,Gatevq,B,Claimwkm,4.93,2,Locuyh,Typeywz,Pilot_Rayk,Crew_Vjce,Yes,No Meal,Available,False,True,True,0,No,4
8,4646,2023-08-21 23:52:02,2023-10-27 20:47:18,18:26:26,14:52:39,Bzuf,Name_Ejywf,Seatotl,Economy,590.74,No Extras,2019,Confirmed,Gaterd,B,Claimzui,7.39,0,Locmkp,Typetoc,Pilot_Dopi,Crew_Nwcx,Yes,Vegan,Available,False,False,True,0,Yes,4
4,6599,2023-04-20 20:32:03,2023-03-01 17:33:58,13:46:31,19:59:29,Boym,Name_Jftji,Seatnjd,Economy,409.91,Extra Baggage,0,Confirmed,Gatelv,B,Claimtaw,4.32,0,Locwut,Typeplq,Pilot_Zhre,Crew_Ufkq,Yes,Vegetarian,Not Available,False,True,False,0,Yes,6
12,2615,2023-11-22 05:11:30,2023-06-18 15:56:13,20:22:16,22:12:16,Bgty,Name_Yckkd,Seattuq,First,812.49,No Extras,0,Pending,Gatesa,C,Claimsvs,4.38,1,Locqkv,Typewsg,Pilot_Rwlp,Crew_Qjdp,No,Vegetarian,Not Available,True,False,False,1,Yes,2
15,8994,2023-05-23 07:34:04,2023-05-11 18:56:25,20:01:51,20:24:37,Bcot,Name_Qifks,Seatuii,First,207.47,Meal,3284,Cancelled,Gatesg,B,Claimahv,3.14,1,Locsxt,Typevgq,Pilot_Pvby,Crew_Czkr,No,No Meal,Available,True,False,False,2,No,2
8,7296,2023-12-08 19:24:30,2023-01-16 15:46:08,12:12:35,23:39:49,Bzcz,Name_Rhvns,Seatyos,Business,288.04,Extra Baggage,895,Pending,Gateqw,A,Claimazc,11.45,1,Locihi,Typepex,Pilot_Bzbu,Crew_Bmdw,Yes,Vegan,Not Available,True,True,True,1,No,3
7,3598,2023-03-12 20:33:15,2023-03-28 14:53:47,16:23:29,05:33:03,Boco,Name_Pcmxq,Seatqrg,Business,449.52,No Extras,0,Pending,Gatefu,D,Claimasd,3.06,0,Locaks,Typehia,Pilot_Oujj,Crew_Niud,No,Non-Vegetarian,Available,False,False,False,1,No,4
14,4530,2023-04-10 07:26:23,2023-09-05 10:17:00,23:33:48,12:46:56,Baut,Name_Seupn,Seatpez,Business,899.12,Extra Baggage,2263,Cancelled,Gatevf,A,Claimaue,1.5,0,Locbcg,Typeixz,Pilot_Airy,Crew_Ejda,Yes,No Meal,Available,False,False,True,1,No,4
19,8590,2023-08-23 19:02:06,2023-01-11 01:32:08,08:24:09,04:31:00,Bkyd,Name_Xvstd,Seatrgn,First,176.07,No Extras,4753,Pending,Gatesd,D,Claimtsp,9.83,2,Locudx,Typeqcd,Pilot_Cjup,Crew_Gbmm,Yes,Vegetarian,Not Available,True,False,True,2,No,6
14,3327,2023-09-08 14:31:26,2023-01-11 21:07:51,05:59:37,09:27:21,Bsvj,Name_Fihlk,Seatxrh,Economy,787.18,Meal,0,Pending,Gatedi,A,Claimxbk,7.88,2,Locvzb,Typewkm,Pilot_Iojx,Crew_Gphf,Yes,Vegan,Available,True,False,True,1,Yes,6
13,7565,2023-06-13 20:27:22,2023-07-20 11:23:05,04:58:48,18:21:14,Budp,Name_Gyyvy,Seatqyy,First,989.16,Meal,0,Cancelled,Gatezo,D,Claimivt,4.44,2,Locryv,Typewxc,Pilot_Pajg,Crew_Flhs,No,No Meal,Available,True,True,True,1,No,5
1,8767,2023-05-18 03:30:20,2023-01-17 07:11:12,08:23:58,12:25:13,Bams,Name_Hjcfk,Seattyu,First,762.6,Meal,0,Cancelled,Gatefk,B,Claimbjn,3.37,0,Locxul,Typersp,Pilot_Iqlp,Crew_Tchz,Yes,Vegetarian,Not Available,False,False,False,1,No,6
19,2976,2023-09-15 21:24:59,2023-11-24 19:29:34,12:23:59,19:22:28,Bnmd,Name_Dlczu,Seatanx,Business,572.75,Extra Baggage,0,Cancelled,Gateci,B,Claimlit,8.26,2,Locwrs,Typeuwq,Pilot_Nnlr,Crew_Sgmq,Yes,Vegetarian,Available,True,True,True,2,No,5
1,2835,2023-04-26 21:05:41,2023-09-10 14:33:32,08:53:21,23:34:19,Bjhi,Name_Xwjgz,Seatnmk,Business,580.4,No Extras,0,Pending,Gatehn,A,Claimqdl,9.16,1,Locmsi,Typegnh,Pilot_Jezm,Crew_Jqwb,No,No Meal,Not Available,True,False,True,0,Yes,0
4,5899,2023-02-16 20:12:12,2023-05-17 03:03:35,05:03:19,07:33:10,Bnhy,Name_Blngq,Seattfa,Business,206.02,No Extras,0,Cancelled,Gateld,A,Claimkuv,8.0,2,Locxbg,Typeslo,Pilot_Qyvt,Crew_Wwtg,No,Non-Vegetarian,Not Available,True,False,False,0,No,4
10,1354,2023-11-08 06:18:30,2023-09-28 19:43:00,16:51:00,04:56:10,Bzak,Name_Ovzwz,Seatzqy,First,467.14,No Extras,4386,Confirmed,Gateje,A,Claimrsy,6.56,0,Loccrn,Typejoz,Pilot_Ciqh,Crew_Lozm,Yes,Vegetarian,Available,False,False,False,2,No,6
3,5473,2023-09-03 08:09:23,2023-12-01 09:18:56,18:36:26,13:56:41,Bpas,Name_Rxxvw,Seatneg,Economy,553.73,Meal,0,Confirmed,Gatehh,D,Claimhwc,1.59,2,Locqzn,Typeuxb,Pilot_Bssu,Crew_Arjz,Yes,Non-Vegetarian,Not Available,False,True,False,0,Yes,4
9,4195,2023-11-24 09:22:58,2023-06-04 16:35:26,19:49:44,03:07:31,Btrz,Name_Uekhn,Seatvso,Business,523.46,Meal,1611,Cancelled,Gatezx,B,Claimopp,8.38,1,Locfed,Typeumw,Pilot_Avvw,Crew_Qvfm,Yes,Non-Vegetarian,Not Available,True,False,False,1,Yes,2
3,9345,2023-10-11 17:36:18,2023-12-16 05:47:15,06:52:29,08:55:55,Bgif,Name_Btghd,Seatjfa,First,156.03,Meal,0,Cancelled,Gateyk,A,Claimivq,6.33,1,Loceyt,Typegch,Pilot_Nmoh,Crew_Vmis,Yes,Vegetarian,Not Available,False,False,True,2,No,0
6,1906,2023-01-24 20:09:30,2023-03-21 02:11:18,20:47:06,17:28:59,Btfa,Name_Jnvoj,Seatnoj,Economy,194.15,Extra Baggage,0,Confirmed,Gateiv,B,Claimtnz,6.4,2,Loctah,Typeuep,Pilot_Mhhx,Crew_Tnbt,No,Vegan,Available,True,False,False,0,No,4
6,8198,2023-03-25 04:57:06,2023-09-12 02:39:39,23:04:02,02:14:21,Bfpd,Name_Pcwba,Seatjuo,Business,289.28,No Extras,1065,Confirmed,Gatemz,A,Claimkno,5.47,0,Locwce,Typepik,Pilot_Bkhx,Crew_Sgmj,No,Vegan,Available,True,True,False,2,Yes,5
12,2620,2023-09-21 00:24:15,2023-08-14 02:52:36,21:11:28,11:07:37,Bcvi,Name_Kpzle,Seatces,Business,545.47,No Extras,0,Pending,Gatekw,B,Claimdrl,7.43,0,Loczsg,Typeevq,Pilot_Jhls,Crew_Kojd,No,Non-Vegetarian,Not Available,True,False,True,0,Yes,6
1,5418,2023-11-13 23:40:24,2023-11-18 18:30:50,20:13:40,06:46:48,Bxxy,Name_Ztuyo,Seatnos,Business,202.6,No Extras,2445,Cancelled,Gatehl,B,Claimafb,2.64,0,Loctjn,Typenbe,Pilot_Dcbo,Crew_Kwwn,Yes,No Meal,Available,False,True,False,0,No,4
16,9523,2023-11-27 09:44:26,2023-05-22 00:08:02,12:25:38,05:03:08,Bvhg,Name_Qhsws,Seatsps,First,314.87,Extra Baggage,2595,Cancelled,Gategk,B,Claimxzs,5.04,0,Lockyb,Typeypj,Pilot_Amza,Crew_Hsfd,Yes,Vegan,Available,True,False,True,1,Yes,6
5,5338,2023-03-26 12:43:06,2023-06-02 07:59:55,05:09:20,06:19:39,Blav,Name_Lugfb,Seatuww,Economy,374.94,Extra Baggage,3081,Cancelled,Gatezw,B,Claimpda,6.92,1,Loctgx,Typectt,Pilot_Swaw,Crew_Rblz,Yes,No Meal,Not Available,True,False,False,0,No,0
9,1429,2023-10-26 02:14:05,2023-01-15 17:50:18,21:09:09,06:51:27,Blpn,Name_Cikvr,Seatdrm,First,685.91,Extra Baggage,4590,Cancelled,Gatevf,B,Claimfmq,5.57,2,Locgco,Typewjb,Pilot_Wsba,Crew_Etbq,Yes,No Meal,Available,False,False,False,0,Yes,6
10,6301,2023-03-27 04:47:57,2023-04-01 06:13:39,22:37:50,06:43:34,Bkts,Name_Pujpi,Seatxgy,Business,366.66,Extra Baggage,0,Cancelled,Gatehi,C,Claimfxl,2.55,1,Locrkj,Typeszw,Pilot_Smjs,Crew_Nvvq,Yes,No Meal,Not Available,True,False,False,0,No,0
13,3423,2023-06-01 13:14:35,2023-09-14 04:49:21,08:01:47,18:28:25,Bsml,Name_Tbrpz,Seatplm,First,712.75,Extra Baggage,0,Cancelled,Gaterw,D,Claimwys,6.93,0,Locucj,Typehyd,Pilot_Ghab,Crew_Itwl,No,Non-Vegetarian,Not Available,True,True,True,0,No,5
15,9272,2023-07-27 13:46:06,2023-11-22 15:47:51,22:08:11,23:12:33,Bjom,Name_Twnuw,Seatgei,First,193.45,Meal,0,Confirmed,Gateia,C,Claimfkq,2.8,2,Locrzr,Typebyr,Pilot_Oasn,Crew_Fswt,No,No Meal,Not Available,False,True,True,2,No,4
12,2573,2023-10-07 15:15:14,2023-08-05 04:03:07,19:32:53,05:54:06,Bmxo,Name_Ldqtu,Seatxtu,Economy,319.48,Extra Baggage,3152,Pending,Gateqm,B,Claimdfd,3.99,0,Locizx,Typeejr,Pilot_Tpgz,Crew_Vwoc,Yes,Vegan,Not Available,True,True,False,2,Yes,7
5,9035,2023-01-23 06:39:30,2023-05-13 20:28:49,10:51:41,09:21:26,Bqwk,Name_Vtgdo,Seattjy,First,451.95,Meal,4311,Pending,Gatelg,A,Claimugy,8.76,0,Locfnd,Typexvv,Pilot_Zhjn,Crew_Mxqd,Yes,Vegan,Available,False,False,True,0,Yes,4
5,1419,2023-01-09 18:17:59,2023-01-14 03:39:09,15:24:23,04:35:51,Bjdq,Name_Ntvai,Seatwun,Business,302.29,No Extras,0,Cancelled,Gatebk,A,Claimakk,4.79,2,Locvzy,Typempb,Pilot_Vwbr,Crew_Shcs,Yes,Vegetarian,Not Available,False,False,False,2,Yes,4
18,1466,2023-03-25 13:59:15,2023-05-09 14:42:04,13:32:14,05:28:25,Bnbg,Name_Vdtii,Seatavo,First,224.76,No Extras,0,Confirmed,Gateej,C,Claimucd,3.79,2,Locmbl,Typedwd,Pilot_Jkys,Crew_Jvta,No,No Meal,Not Available,False,False,True,0,Yes,4
12,6176,2023-04-02 11:25:38,2023-04-10 07:30:02,16:23:56,16:42:29,Bpzq,Name_Vlpeq,Seatboe,Economy,973.7,No Extras,622,Confirmed,Gatejx,D,Claimgum,5.86,0,Locsea,Typexyo,Pilot_Grnm,Crew_Qbwa,Yes,Vegetarian,Not Available,False,False,True,2,Yes,4
3,4393,2023-01-30 02:45:11,2023-08-07 20:41:09,04:37:54,04:23:22,Bvdc,Name_Yfikb,Seatizi,Economy,673.57,Meal,0,Pending,Gaterg,A,Claimebr,11.55,0,Locxib,Typeryf,Pilot_Qlbu,Crew_Bghi,No,Vegan,Available,False,True,False,2,Yes,4
7,8433,2023-01-21 06:08:34,2023-11-27 10:26:37,12:28:11,17:36:31,Bwye,Name_Xgqkv,Seatyrd,Economy,70.11,Extra Baggage,0,Cancelled,Gatebl,A,Claimtio,6.14,1,Loczov,Typeyxz,Pilot_Fjzn,Crew_Mhsk,No,Vegetarian,Not Available,True,True,True,0,No,1
17,8394,2023-12-21 07:11:16,2023-02-02 13:31:50,06:38:12,03:03:51,Bfwz,Name_Xjzaz,Seatikm,First,227.62,Extra Baggage,0,Cancelled,Gatelm,D,Claimjax,8.75,1,Locaib,Typeftd,Pilot_Prol,Crew_Qdkv,No,Vegetarian,Available,False,True,False,0,Yes,2
19,3035,2023-11-30 08:49:04,2023-08-08 19:15:50,19:45:29,15:22:21,Bffs,Name_Sattf,Seatwno,Business,677.11,Extra Baggage,0,Confirmed,Gatehn,C,Claimkuk,4.2,0,Locqvi,Typexyb,Pilot_Ahff,Crew_Ilib,No,Non-Vegetarian,Not Available,False,False,True,1,No,6
18,9995,2023-11-06 13:34:35,2023-07-08 19:17:32,13:07:22,05:58:41,Bksn,Name_Plkvr,Seaturi,First,386.64,Meal,0,Cancelled,Gatehh,D,Claimxjm,3.83,2,Locnhk,Typeovb,Pilot_Xrmm,Crew_Yyca,Yes,No Meal,Not Available,True,False,False,2,No,6
1,2632,2023-06-25 09:39:00,2023-03-09 10:22:24,20:38:15,07:02:13,Boew,Name_Wgvny,Seatbwz,Economy,533.9,Meal,2426,Confirmed,Gatewn,B,Claimjes,9.76,0,Locpos,Typezyd,Pilot_Iwol,Crew_Jthi,Yes,Non-Vegetarian,Not Available,True,False,False,1,No,6
5,2984,2023-08-06 16:23:33,2023-02-03 15:01:59,23:35:58,17:58:51,Blmv,Name_Mthnr,Seatnky,First,809.71,Meal,0,Confirmed,Gatebs,B,Claimudh,7.54,0,Locyjs,Typeusf,Pilot_Mtdn,Crew_Mhaq,Yes,Non-Vegetarian,Not Available,True,True,False,2,Yes,7
2,8121,2023-03-21 09:50:30,2023-02-01 12:03:04,08:58:14,10:25:51,Brcl,Name_Zdwwd,Seattyx,Business,159.99,Extra Baggage,2455,Cancelled,Gatenj,D,Claimvwc,4.3,0,Locexu,Typeori,Pilot_Jjev,Crew_Jqci,No,Vegetarian,Not Available,True,False,True,2,No,6
1,1003,2023-09-24 11:26:25,2023-11-16 13:03:25,16:48:07,10:21:01,Bemw,Name_Ibnlv,Seatgnh,Economy,659.11,Extra Baggage,3284,Pending,Gategn,C,Claimkrp,4.49,2,Loccfl,Typewnx,Pilot_Ysfk,Crew_Fqaa,Yes,Vegetarian,Available,False,True,True,2,No,4
7,8477,2023-11-27 17:09:37,2023-03-02 22:03:09,22:50:28,00:32:53,Bmfp,Name_Srlaj,Seattgs,First,515.31,Meal,0,Pending,Gateuw,A,Claimyau,8.91,2,Loczao,Typehjd,Pilot_Wspg,Crew_Woqt,No,Vegetarian,Not Available,False,False,True,0,No,6
11,6998,2023-11-06 12:14:53,2023-07-09 05:04:22,14:14:50,03:01:40,Bzcg,Name_Xbntp,Seaterh,Economy,264.48,Extra Baggage,0,Confirmed,Gateua,A,Claimthw,9.63,0,Locsdr,Typeuhj,Pilot_Bsvx,Crew_Bpvh,Yes,Vegan,Not Available,True,True,False,0,Yes,7
11,1602,2023-11-01 06:19:04,2023-05-13 18:57:48,05:09:40,13:40:49,Bujd,Name_Snxnw,Seatrgx,Business,356.12,Meal,1464,Cancelled,Gatelo,A,Claimvnk,2.79,2,Locyjb,Typehae,Pilot_Fdvc,Crew_Jasb,Yes,Vegetarian,Available,True,False,True,0,No,6
18,8256,2023-02-07 22:18:54,2023-08-15 10:48:55,00:07:41,05:24:20,Blfr,Name_Dkvub,Seatvtt,First,76.9,No Extras,0,Confirmed,Gatedu,A,Claimfhl,8.03,0,Locmqo,Typeijs,Pilot_Kpgc,Crew_Iqft,No,Vegetarian,Available,True,False,False,0,Yes,4
17,9692,2023-01-02 10:17:18,2023-05-26 10:49:55,01:18:52,00:36:46,Bgbw,Name_Gymhl,Seatfhy,Business,982.29,Extra Baggage,0,Confirmed,Gateqi,B,Claimjri,7.57,0,Locgcb,Typebkl,Pilot_Lxfj,Crew_Fsjc,Yes,No Meal,Available,False,True,True,1,No,4
2,7714,2023-12-19 20:09:03,2023-08-06 10:50:03,22:56:05,15:54:42,Bhrx,Name_Gvbfk,Seatovc,First,171.42,Extra Baggage,0,Confirmed,Gatekr,A,Claimbfq,8.91,0,Locgam,Typecob,Pilot_Ktbi,Crew_Kteq,No,Vegan,Not Available,False,False,True,1,Yes,6
7,9376,2023-11-25 08:29:29,2023-06-04 15:58:47,17:12:37,18:13:42,Bmwc,Name_Qovwt,Seatjmt,Economy,759.05,No Extras,0,Cancelled,Gatepu,A,Claimgoo,3.25,2,Locory,Typeuda,Pilot_Wyaj,Crew_Hviv,Yes,Vegetarian,Available,True,True,True,0,Yes,7
7,4251,2023-08-26 21:34:40,2023-11-13 20:32:18,06:13:18,02:45:58,Bmga,Name_Zkwiq,Seatece,Economy,466.36,No Extras,0,Cancelled,Gateaq,B,Claimafq,11.92,2,Locldy,Typewaz,Pilot_Huta,Crew_Fpzk,No,No Meal,Not Available,False,False,False,1,Yes,4
10,4147,2023-05-09 16:58:25,2023-06-20 12:23:24,20:52:04,03:09:43,Brup,Name_Tjddp,Seatxtw,First,494.69,Meal,0,Cancelled,Gatepq,A,Claimyjs,3.18,1,Locmix,Typeaqa,Pilot_Tkwb,Crew_Amah,Yes,Vegetarian,Not Available,True,False,False,1,Yes,0
3,9144,2023-12-13 04:13:05,2023-11-08 11:11:44,14:33:40,19:13:33,Bkyq,Name_Awxgb,Seatlqw,Business,612.43,No Extras,0,Pending,Gateie,D,Claimyfq,10.58,2,Locbkp,Typefti,Pilot_Cteo,Crew_Wrll,No,Vegetarian,Not Available,False,True,False,1,No,6
12,1054,2023-04-22 20:31:26,2023-01-10 13:22:20,12:34:05,07:00:57,Befn,Name_Dbwpd,Seatqrp,First,916.19,No Extras,1983,Confirmed,Gategc,D,Claimymz,8.64,2,Locyzd,Typetsj,Pilot_Ttlq,Crew_Qhfu,Yes,Vegan,Not Available,True,False,True,2,Yes,6
3,3910,2023-03-03 22:42:07,2023-03-01 07:23:40,09:03:59,22:15:06,Bnse,Name_Wvjjc,Seatasl,Business,582.61,Extra Baggage,970,Pending,Gatehd,A,Claimzuh,7.04,1,Locqiv,Typeojl,Pilot_Mhcc,Crew_Ehsv,Yes,Non-Vegetarian,Not Available,False,True,False,0,No,2
11,2870,2023-07-15 23:15:40,2023-05-01 11:58:07,15:51:07,20:19:41,Brkx,Name_Ixgsu,Seatmhx,Economy,812.71,Extra Baggage,0,Pending,Gatekw,C,Claimxxw,3.59,0,Loctzg,Typerco,Pilot_Owgs,Crew_Soyb,Yes,Non-Vegetarian,Available,True,False,True,2,Yes,6
12,4348,2023-09-11 15:34:38,2023-09-04 22:18:31,12:32:14,12:32:56,Blsu,Name_Hrdep,Seatlgg,First,849.82,Extra Baggage,0,Pending,Gatekm,C,Claimrxu,7.3,2,Locxlj,Typeilf,Pilot_Atmw,Crew_Oibo,Yes,Vegetarian,Available,False,False,True,2,No,6
4,2601,2023-06-22 05:29:29,2023-05-04 04:39:42,20:54:58,21:45:20,Bquq,Name_Rfwxl,Seatpez,First,666.93,No Extras,1848,Confirmed,Gatexc,A,Claimikr,5.25,1,Locofw,Typeakj,Pilot_Wyku,Crew_Bwis,No,Vegetarian,Available,True,True,True,2,Yes,3
16,6767,2023-01-10 18:19:02,2023-06-22 05:58:34,13:52:47,07:30:45,Bybf,Name_Tesum,Seatkmy,Economy,656.65,Meal,0,Confirmed,Gatepo,A,Claimogw,9.88,1,Locjfn,Typeqkb,Pilot_Cvfm,Crew_Usct,No,Vegan,Available,False,False,True,1,No,0
18,6830,2023-07-19 13:03:36,2023-09-15 01:25:31,23:17:05,02:18:46,Bysf,Name_Vmdkf,Seatatf,Business,869.61,Meal,4231,Pending,Gatecs,A,Claimpqk,1.53,0,Locruw,Typexae,Pilot_Pvbg,Crew_Dikk,No,Non-Vegetarian,Available,True,False,False,2,No,4
4,9120,2023-05-09 07:14:18,2023-07-12 00:31:17,02:14:00,08:03:06,Banw,Name_Itgxl,Seatdpr,First,98.62,No Extras,0,Pending,Gatevn,B,Claimbou,6.15,2,Locvee,Typexut,Pilot_Noqp,Crew_Srsv,Yes,No Meal,Not Available,False,False,True,2,Yes,4
6,8043,2023-03-12 17:46:54,2023-10-12 01:18:16,21:38:15,02:53:57,Bbuu,Name_Jcgyj,Seatblr,Business,655.09,Extra Baggage,0,Confirmed,Gatenj,B,Claimczi,11.92,1,Locrrr,Typecog,Pilot_Madu,Crew_Sodm,Yes,No Meal,Not Available,False,True,False,2,No,0
15,3090,2023-03-03 17:58:46,2023-06-25 05:30:42,10:27:46,14:42:21,Blqw,Name_Alamg,Seatgul,Economy,545.18,Extra Baggage,3470,Pending,Gateey,A,Claimkrf,9.62,2,Locsif,Typesue,Pilot_Curz,Crew_Vaae,Yes,Vegetarian,Not Available,True,True,True,2,No,5
1,6480,2023-10-02 19:33:22,2023-07-24 15:56:07,00:53:24,03:39:16,Bddg,Name_Rhfor,Seatbib,First,302.55,No Extras,0,Cancelled,Gatekd,B,Claimjnf,5.88,1,Loczpj,Typeynw,Pilot_Eyzc,Crew_Tfar,Yes,No Meal,Not Available,False,False,True,0,Yes,2
3,7370,2023-10-23 20:47:14,2023-07-27 17:54:32,09:24:57,07:42:57,Bzmq,Name_Dwlhe,Seatlwq,First,792.57,Extra Baggage,0,Confirmed,Gatemt,D,Claimwku,6.53,1,Locccr,Typevdo,Pilot_Utwz,Crew_Eopg,Yes,No Meal,Available,True,False,True,2,No,2
5,6182,2023-04-26 15:10:56,2023-05-27 10:27:20,12:59:10,07:01:50,Bnvq,Name_Brdsw,Seatfve,Business,332.21,Meal,3279,Confirmed,Gatedr,C,Claimyqq,2.86,0,Locuht,Typempq,Pilot_Sjha,Crew_Fwrf,Yes,Vegetarian,Available,False,False,True,2,Yes,4
17,1170,2023-06-22 11:30:31,2023-02-05 15:52:59,11:56:55,05:30:55,Bppf,Name_Uuzha,Seatwpk,First,790.28,Extra Baggage,0,Cancelled,Gateyd,C,Claimwsv,5.82,0,Locpdx,Typegru,Pilot_Vypb,Crew_Hpwn,Yes,No Meal,Not Available,False,True,False,1,Yes,6
14,3809,2023-05-13 22:02:24,2023-04-24 04:53:01,05:03:01,19:42:55,Bzbz,Name_Vlftg,Seatzpo,First,916.86,Extra Baggage,3825,Confirmed,Gatekp,A,Claimmvs,9.66,2,Locpuv,Typepnl,Pilot_Nglv,Crew_Gujy,Yes,No Meal,Not Available,True,False,False,0,No,6
9,7993,2023-11-04 17:28:42,2023-02-13 21:45:01,05:14:28,10:00:33,Bqxw,Name_Kiyhq,Seathnb,First,593.6,Meal,0,Cancelled,Gatemq,A,Claimfmx,7.11,2,Locudl,Typeolu,Pilot_Zkwh,Crew_Tqro,No,Vegan,Not Available,True,True,True,0,No,7
3,8929,2023-08-26 02:26:37,2023-10-10 06:03:50,06:41:47,18:45:04,Bbru,Name_Kpild,Seatcxe,Economy,813.5,No Extras,3225,Confirmed,Gatelf,A,Claimxoa,7.31,1,Locevt,Typewcc,Pilot_Lljy,Crew_Dfat,Yes,Non-Vegetarian,Not Available,False,True,False,0,No,0
13,7711,2023-04-14 12:28:33,2023-04-09 06:14:19,04:44:32,17:04:15,Btld,Name_Clrdp,Seatvdq,Economy,297.62,Meal,3718,Confirmed,Gateyg,D,Claimczc,6.71,2,Lockbc,Typeqce,Pilot_Qnkd,Crew_Rwlb,No,Non-Vegetarian,Not Available,False,True,True,0,Yes,6
3,4991,2023-08-19 07:00:26,2023-10-30 17:53:14,12:45:55,14:31:36,Bikq,Name_Gjanr,Seatlhk,Business,198.6,Extra Baggage,0,Confirmed,Gateys,C,Claimmdo,10.46,1,Loctrb,Typepbt,Pilot_Qyxv,Crew_Aiga,Yes,Vegan,Not Available,False,True,True,2,No,0
11,8135,2023-04-26 08:28:43,2023-06-24 09:19:05,06:20:15,22:04:35,Bmzy,Name_Avzgx,Seatdir,Economy,588.97,Extra Baggage,0,Cancelled,Gatevp,A,Claimgjg,9.38,1,Locxnz,Typekcl,Pilot_Bste,Crew_Bpmm,Yes,No Meal,Available,False,False,False,1,No,0
